Time,Location, Temp,Day,,
438.5,Lotic Estuary,30.6,18.27083333,,
438.75,Lotic Estuary,30.6,18.28125,,
439,Lotic Estuary,30.4,18.29166667,,
439.25,Lotic Estuary,30.2,18.30208333,,
439.5,Lotic Estuary,30.3,18.3125,,
439.75,Lotic Estuary,30.4,18.32291667,,
440,Lotic Estuary,30.4,18.33333333,,
440.25,Lotic Estuary,30.4,18.34375,,
440.5,Lotic Estuary,30.3,18.35416667,,
440.75,Lotic Estuary,30.3,18.36458333,,
441,Lotic Estuary,30.2,18.375,,
441.25,Lotic Estuary,30.1,18.38541667,,
441.5,Lotic Estuary,30.1,18.39583333,,
441.75,Lotic Estuary,30.1,18.40625,,
442,Lotic Estuary,30,18.41666667,,
442.25,Lotic Estuary,30,18.42708333,,
442.5,Lotic Estuary,30.1,18.4375,,
442.75,Lotic Estuary,30.1,18.44791667,,
443,Lotic Estuary,30.1,18.45833333,,
443.25,Lotic Estuary,30.1,18.46875,,
443.5,Lotic Estuary,30.1,18.47916667,,
443.75,Lotic Estuary,30.1,18.48958333,,
444,Lotic Estuary,30.1,18.5,,
444.25,Lotic Estuary,30.1,18.51041667,,
444.5,Lotic Estuary,30,18.52083333,,
444.75,Lotic Estuary,29.7,18.53125,,
445,Lotic Estuary,29.7,18.54166667,,
445.25,Lotic Estuary,29.6,18.55208333,,
445.5,Lotic Estuary,29.6,18.5625,,
445.75,Lotic Estuary,29.6,18.57291667,,
446,Lotic Estuary,29.5,18.58333333,,
446.25,Lotic Estuary,29.5,18.59375,,
446.5,Lotic Estuary,29.4,18.60416667,,
446.75,Lotic Estuary,29.3,18.61458333,,
447,Lotic Estuary,29.3,18.625,,
447.25,Lotic Estuary,29.2,18.63541667,,
447.5,Lotic Estuary,29.2,18.64583333,,
447.75,Lotic Estuary,29.1,18.65625,,
448,Lotic Estuary,29,18.66666667,,
448.25,Lotic Estuary,29,18.67708333,,
448.5,Lotic Estuary,28.9,18.6875,,
448.75,Lotic Estuary,28.9,18.69791667,,
449,Lotic Estuary,28.8,18.70833333,,
449.25,Lotic Estuary,28.6,18.71875,,
449.5,Lotic Estuary,28.3,18.72916667,,
449.75,Lotic Estuary,28,18.73958333,,
450,Lotic Estuary,27.9,18.75,,
450.25,Lotic Estuary,27.6,18.76041667,,
450.5,Lotic Estuary,27.4,18.77083333,,
450.75,Lotic Estuary,27.4,18.78125,,
451,Lotic Estuary,27.3,18.79166667,,
451.25,Lotic Estuary,27.5,18.80208333,,
451.5,Lotic Estuary,27.8,18.8125,,
451.75,Lotic Estuary,28.2,18.82291667,,
452,Lotic Estuary,28.4,18.83333333,,
452.25,Lotic Estuary,28.5,18.84375,,
452.5,Lotic Estuary,28.6,18.85416667,,
0,Lentic Freshwater,25.24,0,25.55740208,31.26
0.25,Lentic Freshwater,27.06,0.010416667,,
0.5,Lentic Freshwater,26.84,0.020833333,,
0.75,Lentic Freshwater,26.64,0.03125,,
1,Lentic Freshwater,26.7,0.041666667,,
1.25,Lentic Freshwater,26.96,0.052083333,,
1.5,Lentic Freshwater,27.12,0.0625,,
1.75,Lentic Freshwater,27.4,0.072916667,,
2,Lentic Freshwater,27.74,0.083333333,,
2.25,Lentic Freshwater,27.98,0.09375,,
2.5,Lentic Freshwater,28.18,0.104166667,,
2.75,Lentic Freshwater,28.4,0.114583333,,
3,Lentic Freshwater,28.6,0.125,,
3.25,Lentic Freshwater,28.82,0.135416667,,
3.5,Lentic Freshwater,28.84,0.145833333,,
3.75,Lentic Freshwater,28.96,0.15625,,
4,Lentic Freshwater,29.22,0.166666667,,
4.25,Lentic Freshwater,29.4,0.177083333,,
4.5,Lentic Freshwater,29.56,0.1875,,
4.75,Lentic Freshwater,29.68,0.197916667,,
5,Lentic Freshwater,29.76,0.208333333,,
5.25,Lentic Freshwater,29.82,0.21875,,
5.5,Lentic Freshwater,29.78,0.229166667,,
5.75,Lentic Freshwater,29.86,0.239583333,,
6,Lentic Freshwater,29.8,0.25,,
6.25,Lentic Freshwater,29.78,0.260416667,,
6.5,Lentic Freshwater,29.74,0.270833333,,
6.75,Lentic Freshwater,29.66,0.28125,,
7,Lentic Freshwater,29.56,0.291666667,,
7.25,Lentic Freshwater,29.48,0.302083333,,
7.5,Lentic Freshwater,29.32,0.3125,,
7.75,Lentic Freshwater,29.06,0.322916667,,
8,Lentic Freshwater,28.88,0.333333333,,
8.25,Lentic Freshwater,28.62,0.34375,,
8.5,Lentic Freshwater,28.38,0.354166667,,
8.75,Lentic Freshwater,28.12,0.364583333,,
9,Lentic Freshwater,27.88,0.375,,
9.25,Lentic Freshwater,27.64,0.385416667,,
9.5,Lentic Freshwater,27.42,0.395833333,,
9.75,Lentic Freshwater,27.22,0.40625,,
10,Lentic Freshwater,27.02,0.416666667,,
10.25,Lentic Freshwater,26.8,0.427083333,,
10.5,Lentic Freshwater,26.64,0.4375,,
10.75,Lentic Freshwater,26.42,0.447916667,,
11,Lentic Freshwater,26.28,0.458333333,,
11.25,Lentic Freshwater,26.1,0.46875,,
11.5,Lentic Freshwater,25.92,0.479166667,,
11.75,Lentic Freshwater,25.76,0.489583333,,
12,Lentic Freshwater,25.62,0.5,,
12.25,Lentic Freshwater,25.48,0.510416667,,
12.5,Lentic Freshwater,25.36,0.520833333,,
12.75,Lentic Freshwater,25.24,0.53125,,
13,Lentic Freshwater,25.06,0.541666667,,
13.25,Lentic Freshwater,24.94,0.552083333,,
13.5,Lentic Freshwater,24.84,0.5625,,
13.75,Lentic Freshwater,24.7,0.572916667,,
14,Lentic Freshwater,24.58,0.583333333,,
14.25,Lentic Freshwater,24.44,0.59375,,
14.5,Lentic Freshwater,24.34,0.604166667,,
14.75,Lentic Freshwater,24.2,0.614583333,,
15,Lentic Freshwater,24.06,0.625,,
15.25,Lentic Freshwater,23.96,0.635416667,,
15.5,Lentic Freshwater,23.86,0.645833333,,
15.75,Lentic Freshwater,23.76,0.65625,,
16,Lentic Freshwater,23.62,0.666666667,,
16.25,Lentic Freshwater,23.5,0.677083333,,
16.5,Lentic Freshwater,23.42,0.6875,,
16.75,Lentic Freshwater,23.3,0.697916667,,
17,Lentic Freshwater,23.2,0.708333333,,
17.25,Lentic Freshwater,23.08,0.71875,,
17.5,Lentic Freshwater,23,0.729166667,,
17.75,Lentic Freshwater,22.84,0.739583333,,
18,Lentic Freshwater,22.76,0.75,,
18.25,Lentic Freshwater,22.7,0.760416667,,
18.5,Lentic Freshwater,22.64,0.770833333,,
18.75,Lentic Freshwater,22.54,0.78125,,
19,Lentic Freshwater,22.5,0.791666667,,
19.25,Lentic Freshwater,22.44,0.802083333,,
19.5,Lentic Freshwater,22.34,0.8125,,
19.75,Lentic Freshwater,22.3,0.822916667,,
20,Lentic Freshwater,22.28,0.833333333,,
20.25,Lentic Freshwater,22.22,0.84375,,
20.5,Lentic Freshwater,22.12,0.854166667,,
20.75,Lentic Freshwater,22.08,0.864583333,,
21,Lentic Freshwater,22.04,0.875,,
21.25,Lentic Freshwater,21.98,0.885416667,,
21.5,Lentic Freshwater,22.14,0.895833333,,
21.75,Lentic Freshwater,22.32,0.90625,,
22,Lentic Freshwater,22.28,0.916666667,,
22.25,Lentic Freshwater,22.3,0.927083333,,
22.5,Lentic Freshwater,22.44,0.9375,,
22.75,Lentic Freshwater,22.52,0.947916667,,
23,Lentic Freshwater,22.62,0.958333333,,
23.25,Lentic Freshwater,22.96,0.96875,,
23.5,Lentic Freshwater,23.08,0.979166667,,
23.75,Lentic Freshwater,23.54,0.989583333,,
24,Lentic Freshwater,23.54,1,,
24.25,Lentic Freshwater,23.52,1.010416667,,
24.5,Lentic Freshwater,23.84,1.020833333,,
24.75,Lentic Freshwater,24.02,1.03125,,
25,Lentic Freshwater,24.4,1.041666667,,
25.25,Lentic Freshwater,24.46,1.052083333,,
25.5,Lentic Freshwater,24.32,1.0625,,
25.75,Lentic Freshwater,24.6,1.072916667,,
26,Lentic Freshwater,24.86,1.083333333,,
26.25,Lentic Freshwater,24.9,1.09375,,
26.5,Lentic Freshwater,25.2,1.104166667,,
26.75,Lentic Freshwater,25.54,1.114583333,,
27,Lentic Freshwater,25.78,1.125,,
27.25,Lentic Freshwater,26,1.135416667,,
27.5,Lentic Freshwater,26.12,1.145833333,,
27.75,Lentic Freshwater,26.44,1.15625,,
28,Lentic Freshwater,26.54,1.166666667,,
28.25,Lentic Freshwater,26.74,1.177083333,,
28.5,Lentic Freshwater,26.74,1.1875,,
28.75,Lentic Freshwater,26.7,1.197916667,,
29,Lentic Freshwater,26.72,1.208333333,,
29.25,Lentic Freshwater,26.8,1.21875,,
29.5,Lentic Freshwater,26.76,1.229166667,,
29.75,Lentic Freshwater,26.72,1.239583333,,
30,Lentic Freshwater,26.66,1.25,,
30.25,Lentic Freshwater,26.66,1.260416667,,
30.5,Lentic Freshwater,26.6,1.270833333,,
30.75,Lentic Freshwater,26.58,1.28125,,
31,Lentic Freshwater,26.5,1.291666667,,
31.25,Lentic Freshwater,26.4,1.302083333,,
31.5,Lentic Freshwater,26.32,1.3125,,
31.75,Lentic Freshwater,26.2,1.322916667,,
32,Lentic Freshwater,26.1,1.333333333,,
32.25,Lentic Freshwater,25.96,1.34375,,
32.5,Lentic Freshwater,25.84,1.354166667,,
32.75,Lentic Freshwater,25.68,1.364583333,,
33,Lentic Freshwater,25.56,1.375,,
33.25,Lentic Freshwater,25.44,1.385416667,,
33.5,Lentic Freshwater,25.3,1.395833333,,
33.75,Lentic Freshwater,25.12,1.40625,,
34,Lentic Freshwater,24.92,1.416666667,,
34.25,Lentic Freshwater,24.76,1.427083333,,
34.5,Lentic Freshwater,24.62,1.4375,,
34.75,Lentic Freshwater,24.48,1.447916667,,
35,Lentic Freshwater,24.28,1.458333333,,
35.25,Lentic Freshwater,24.08,1.46875,,
35.5,Lentic Freshwater,23.92,1.479166667,,
35.75,Lentic Freshwater,23.78,1.489583333,,
36,Lentic Freshwater,23.6,1.5,,
36.25,Lentic Freshwater,23.42,1.510416667,,
36.5,Lentic Freshwater,23.3,1.520833333,,
36.75,Lentic Freshwater,23.52,1.53125,,
37,Lentic Freshwater,23.42,1.541666667,,
37.25,Lentic Freshwater,23.36,1.552083333,,
37.5,Lentic Freshwater,23.28,1.5625,,
37.75,Lentic Freshwater,23.18,1.572916667,,
38,Lentic Freshwater,23.02,1.583333333,,
38.25,Lentic Freshwater,22.92,1.59375,,
38.5,Lentic Freshwater,22.84,1.604166667,,
38.75,Lentic Freshwater,22.78,1.614583333,,
39,Lentic Freshwater,22.68,1.625,,
39.25,Lentic Freshwater,22.58,1.635416667,,
39.5,Lentic Freshwater,22.48,1.645833333,,
39.75,Lentic Freshwater,22.36,1.65625,,
40,Lentic Freshwater,22.24,1.666666667,,
40.25,Lentic Freshwater,22.18,1.677083333,,
40.5,Lentic Freshwater,22.12,1.6875,,
40.75,Lentic Freshwater,21.94,1.697916667,,
41,Lentic Freshwater,21.8,1.708333333,,
41.25,Lentic Freshwater,21.72,1.71875,,
41.5,Lentic Freshwater,21.7,1.729166667,,
41.75,Lentic Freshwater,21.58,1.739583333,,
42,Lentic Freshwater,21.46,1.75,,
42.25,Lentic Freshwater,21.38,1.760416667,,
42.5,Lentic Freshwater,21.3,1.770833333,,
42.75,Lentic Freshwater,21.22,1.78125,,
43,Lentic Freshwater,21.14,1.791666667,,
43.25,Lentic Freshwater,21.1,1.802083333,,
43.5,Lentic Freshwater,21.14,1.8125,,
43.75,Lentic Freshwater,21.04,1.822916667,,
44,Lentic Freshwater,21.14,1.833333333,,
44.25,Lentic Freshwater,20.98,1.84375,,
44.5,Lentic Freshwater,21.02,1.854166667,,
44.75,Lentic Freshwater,20.96,1.864583333,,
45,Lentic Freshwater,21.04,1.875,,
45.25,Lentic Freshwater,21.04,1.885416667,,
45.5,Lentic Freshwater,21.36,1.895833333,,
45.75,Lentic Freshwater,21.52,1.90625,,
46,Lentic Freshwater,21.26,1.916666667,,
46.25,Lentic Freshwater,21.28,1.927083333,,
46.5,Lentic Freshwater,21.56,1.9375,,
46.75,Lentic Freshwater,21.64,1.947916667,,
47,Lentic Freshwater,22,1.958333333,,
47.25,Lentic Freshwater,22.02,1.96875,,
47.5,Lentic Freshwater,22.4,1.979166667,,
47.75,Lentic Freshwater,23.1,1.989583333,,
48,Lentic Freshwater,23.28,2,,
48.25,Lentic Freshwater,23.58,2.010416667,,
48.5,Lentic Freshwater,23.86,2.020833333,,
48.75,Lentic Freshwater,24.44,2.03125,,
49,Lentic Freshwater,24.74,2.041666667,,
49.25,Lentic Freshwater,25.14,2.052083333,,
49.5,Lentic Freshwater,25.54,2.0625,,
49.75,Lentic Freshwater,25.46,2.072916667,,
50,Lentic Freshwater,25.48,2.083333333,,
50.25,Lentic Freshwater,26.3,2.09375,,
50.5,Lentic Freshwater,26.1,2.104166667,,
50.75,Lentic Freshwater,26.26,2.114583333,,
51,Lentic Freshwater,26.92,2.125,,
51.25,Lentic Freshwater,27.16,2.135416667,,
51.5,Lentic Freshwater,26.52,2.145833333,,
51.75,Lentic Freshwater,27.08,2.15625,,
52,Lentic Freshwater,27.7,2.166666667,,
52.25,Lentic Freshwater,28.26,2.177083333,,
52.5,Lentic Freshwater,27.74,2.1875,,
52.75,Lentic Freshwater,28.5,2.197916667,,
53,Lentic Freshwater,28.6,2.208333333,,
53.25,Lentic Freshwater,28.5,2.21875,,
53.5,Lentic Freshwater,29.58,2.229166667,,
53.75,Lentic Freshwater,28.66,2.239583333,,
54,Lentic Freshwater,28.4,2.25,,
54.25,Lentic Freshwater,28.46,2.260416667,,
54.5,Lentic Freshwater,29.16,2.270833333,,
54.75,Lentic Freshwater,28.46,2.28125,,
55,Lentic Freshwater,28.24,2.291666667,,
55.25,Lentic Freshwater,28.28,2.302083333,,
55.5,Lentic Freshwater,27.74,2.3125,,
55.75,Lentic Freshwater,27.6,2.322916667,,
56,Lentic Freshwater,26.96,2.333333333,,
56.25,Lentic Freshwater,26.64,2.34375,,
56.5,Lentic Freshwater,26.46,2.354166667,,
56.75,Lentic Freshwater,26.08,2.364583333,,
57,Lentic Freshwater,25.84,2.375,,
57.25,Lentic Freshwater,25.62,2.385416667,,
57.5,Lentic Freshwater,25.34,2.395833333,,
57.75,Lentic Freshwater,25.14,2.40625,,
58,Lentic Freshwater,25,2.416666667,,
58.25,Lentic Freshwater,24.82,2.427083333,,
58.5,Lentic Freshwater,24.7,2.4375,,
58.75,Lentic Freshwater,24.48,2.447916667,,
59,Lentic Freshwater,24.34,2.458333333,,
59.25,Lentic Freshwater,24.14,2.46875,,
59.5,Lentic Freshwater,23.96,2.479166667,,
59.75,Lentic Freshwater,23.82,2.489583333,,
60,Lentic Freshwater,23.64,2.5,,
60.25,Lentic Freshwater,23.42,2.510416667,,
60.5,Lentic Freshwater,23.2,2.520833333,,
60.75,Lentic Freshwater,22.86,2.53125,,
61,Lentic Freshwater,22.7,2.541666667,,
61.25,Lentic Freshwater,22.58,2.552083333,,
61.5,Lentic Freshwater,22.4,2.5625,,
61.75,Lentic Freshwater,22.34,2.572916667,,
62,Lentic Freshwater,22.14,2.583333333,,
62.25,Lentic Freshwater,22.02,2.59375,,
62.5,Lentic Freshwater,21.94,2.604166667,,
62.75,Lentic Freshwater,21.86,2.614583333,,
63,Lentic Freshwater,21.68,2.625,,
63.25,Lentic Freshwater,21.6,2.635416667,,
63.5,Lentic Freshwater,21.6,2.645833333,,
63.75,Lentic Freshwater,21.38,2.65625,,
64,Lentic Freshwater,21.3,2.666666667,,
64.25,Lentic Freshwater,21.12,2.677083333,,
64.5,Lentic Freshwater,21.02,2.6875,,
64.75,Lentic Freshwater,20.98,2.697916667,,
65,Lentic Freshwater,20.84,2.708333333,,
65.25,Lentic Freshwater,20.7,2.71875,,
65.5,Lentic Freshwater,20.72,2.729166667,,
65.75,Lentic Freshwater,20.52,2.739583333,,
66,Lentic Freshwater,20.36,2.75,,
66.25,Lentic Freshwater,20.3,2.760416667,,
66.5,Lentic Freshwater,20.22,2.770833333,,
66.75,Lentic Freshwater,20.14,2.78125,,
67,Lentic Freshwater,20.16,2.791666667,,
67.25,Lentic Freshwater,20.14,2.802083333,,
67.5,Lentic Freshwater,20.28,2.8125,,
67.75,Lentic Freshwater,20.38,2.822916667,,
68,Lentic Freshwater,20.46,2.833333333,,
68.25,Lentic Freshwater,20.5,2.84375,,
68.5,Lentic Freshwater,20.6,2.854166667,,
68.75,Lentic Freshwater,20.78,2.864583333,,
69,Lentic Freshwater,20.84,2.875,,
69.25,Lentic Freshwater,21.08,2.885416667,,
69.5,Lentic Freshwater,21.56,2.895833333,,
69.75,Lentic Freshwater,21.68,2.90625,,
70,Lentic Freshwater,21.4,2.916666667,,
70.25,Lentic Freshwater,21.5,2.927083333,,
70.5,Lentic Freshwater,21.54,2.9375,,
70.75,Lentic Freshwater,22,2.947916667,,
71,Lentic Freshwater,22.48,2.958333333,,
71.25,Lentic Freshwater,22.72,2.96875,,
71.5,Lentic Freshwater,24.48,2.979166667,,
71.75,Lentic Freshwater,24.88,2.989583333,,
72,Lentic Freshwater,25.12,3,,
72.25,Lentic Freshwater,24.5,3.010416667,,
72.5,Lentic Freshwater,25.48,3.020833333,,
72.75,Lentic Freshwater,25.24,3.03125,,
73,Lentic Freshwater,26.08,3.041666667,,
73.25,Lentic Freshwater,26.2,3.052083333,,
73.5,Lentic Freshwater,27.02,3.0625,,
73.75,Lentic Freshwater,27.08,3.072916667,,
74,Lentic Freshwater,27.14,3.083333333,,
74.25,Lentic Freshwater,27.68,3.09375,,
74.5,Lentic Freshwater,28.34,3.104166667,,
74.75,Lentic Freshwater,28.7,3.114583333,,
75,Lentic Freshwater,28.28,3.125,,
75.25,Lentic Freshwater,28.8,3.135416667,,
75.5,Lentic Freshwater,29.06,3.145833333,,
75.75,Lentic Freshwater,29.92,3.15625,,
76,Lentic Freshwater,30.68,3.166666667,,
76.25,Lentic Freshwater,30.08,3.177083333,,
76.5,Lentic Freshwater,30.72,3.1875,,
76.75,Lentic Freshwater,29.72,3.197916667,,
77,Lentic Freshwater,30.4,3.208333333,,
77.25,Lentic Freshwater,30.34,3.21875,,
77.5,Lentic Freshwater,30.8,3.229166667,,
77.75,Lentic Freshwater,30.74,3.239583333,,
78,Lentic Freshwater,29.78,3.25,,
78.25,Lentic Freshwater,30,3.260416667,,
78.5,Lentic Freshwater,28.84,3.270833333,,
78.75,Lentic Freshwater,28.54,3.28125,,
79,Lentic Freshwater,28.68,3.291666667,,
79.25,Lentic Freshwater,28.38,3.302083333,,
79.5,Lentic Freshwater,28.24,3.3125,,
79.75,Lentic Freshwater,28.16,3.322916667,,
80,Lentic Freshwater,27.58,3.333333333,,
80.25,Lentic Freshwater,26.94,3.34375,,
80.5,Lentic Freshwater,26.56,3.354166667,,
80.75,Lentic Freshwater,26.26,3.364583333,,
81,Lentic Freshwater,25.88,3.375,,
81.25,Lentic Freshwater,25.72,3.385416667,,
81.5,Lentic Freshwater,25.52,3.395833333,,
81.75,Lentic Freshwater,25.34,3.40625,,
82,Lentic Freshwater,25.22,3.416666667,,
82.25,Lentic Freshwater,25.06,3.427083333,,
82.5,Lentic Freshwater,24.8,3.4375,,
82.75,Lentic Freshwater,24.72,3.447916667,,
83,Lentic Freshwater,24.32,3.458333333,,
83.25,Lentic Freshwater,24.16,3.46875,,
83.5,Lentic Freshwater,24.18,3.479166667,,
83.75,Lentic Freshwater,24.02,3.489583333,,
84,Lentic Freshwater,23.74,3.5,,
84.25,Lentic Freshwater,23.62,3.510416667,,
84.5,Lentic Freshwater,23.76,3.520833333,,
84.75,Lentic Freshwater,23.44,3.53125,,
85,Lentic Freshwater,23.32,3.541666667,,
85.25,Lentic Freshwater,23.22,3.552083333,,
85.5,Lentic Freshwater,23.12,3.5625,,
85.75,Lentic Freshwater,23.06,3.572916667,,
86,Lentic Freshwater,23,3.583333333,,
86.25,Lentic Freshwater,22.84,3.59375,,
86.5,Lentic Freshwater,22.76,3.604166667,,
86.75,Lentic Freshwater,22.66,3.614583333,,
87,Lentic Freshwater,22.48,3.625,,
87.25,Lentic Freshwater,22.38,3.635416667,,
87.5,Lentic Freshwater,22.42,3.645833333,,
87.75,Lentic Freshwater,22.26,3.65625,,
88,Lentic Freshwater,22.04,3.666666667,,
88.25,Lentic Freshwater,21.96,3.677083333,,
88.5,Lentic Freshwater,21.92,3.6875,,
88.75,Lentic Freshwater,21.76,3.697916667,,
89,Lentic Freshwater,21.62,3.708333333,,
89.25,Lentic Freshwater,21.56,3.71875,,
89.5,Lentic Freshwater,21.42,3.729166667,,
89.75,Lentic Freshwater,21.42,3.739583333,,
90,Lentic Freshwater,21.28,3.75,,
90.25,Lentic Freshwater,21.2,3.760416667,,
90.5,Lentic Freshwater,21.08,3.770833333,,
90.75,Lentic Freshwater,21.06,3.78125,,
91,Lentic Freshwater,21.06,3.791666667,,
91.25,Lentic Freshwater,21.16,3.802083333,,
91.5,Lentic Freshwater,21.28,3.8125,,
91.75,Lentic Freshwater,21.36,3.822916667,,
92,Lentic Freshwater,21.4,3.833333333,,
92.25,Lentic Freshwater,21.56,3.84375,,
92.5,Lentic Freshwater,21.64,3.854166667,,
92.75,Lentic Freshwater,21.72,3.864583333,,
93,Lentic Freshwater,21.88,3.875,,
93.25,Lentic Freshwater,21.96,3.885416667,,
93.5,Lentic Freshwater,22.58,3.895833333,,
93.75,Lentic Freshwater,22.74,3.90625,,
94,Lentic Freshwater,22.72,3.916666667,,
94.25,Lentic Freshwater,22.94,3.927083333,,
94.5,Lentic Freshwater,23.4,3.9375,,
94.75,Lentic Freshwater,23.84,3.947916667,,
95,Lentic Freshwater,24.34,3.958333333,,
95.25,Lentic Freshwater,24.34,3.96875,,
95.5,Lentic Freshwater,24.52,3.979166667,,
95.75,Lentic Freshwater,24.68,3.989583333,,
96,Lentic Freshwater,24.9,4,,
96.25,Lentic Freshwater,25.18,4.010416667,,
96.5,Lentic Freshwater,25.64,4.020833333,,
96.75,Lentic Freshwater,25.44,4.03125,,
97,Lentic Freshwater,25.8,4.041666667,,
97.25,Lentic Freshwater,25.88,4.052083333,,
97.5,Lentic Freshwater,26.74,4.0625,,
97.75,Lentic Freshwater,27.14,4.072916667,,
98,Lentic Freshwater,27.56,4.083333333,,
98.25,Lentic Freshwater,27.66,4.09375,,
98.5,Lentic Freshwater,28.12,4.104166667,,
98.75,Lentic Freshwater,27.38,4.114583333,,
99,Lentic Freshwater,27.36,4.125,,
99.25,Lentic Freshwater,27.32,4.135416667,,
99.5,Lentic Freshwater,27.22,4.145833333,,
99.75,Lentic Freshwater,27.3,4.15625,,
100,Lentic Freshwater,27.44,4.166666667,,
100.25,Lentic Freshwater,27.6,4.177083333,,
100.5,Lentic Freshwater,27.86,4.1875,,
100.75,Lentic Freshwater,28.18,4.197916667,,
101,Lentic Freshwater,28.1,4.208333333,,
101.25,Lentic Freshwater,28.02,4.21875,,
101.5,Lentic Freshwater,28.6,4.229166667,,
101.75,Lentic Freshwater,28.32,4.239583333,,
102,Lentic Freshwater,28.12,4.25,,
102.25,Lentic Freshwater,28.28,4.260416667,,
102.5,Lentic Freshwater,27.96,4.270833333,,
102.75,Lentic Freshwater,27.78,4.28125,,
103,Lentic Freshwater,27.78,4.291666667,,
103.25,Lentic Freshwater,27.52,4.302083333,,
103.5,Lentic Freshwater,27.9,4.3125,,
103.75,Lentic Freshwater,27.58,4.322916667,,
104,Lentic Freshwater,27.48,4.333333333,,
104.25,Lentic Freshwater,27.08,4.34375,,
104.5,Lentic Freshwater,26.74,4.354166667,,
104.75,Lentic Freshwater,26.54,4.364583333,,
105,Lentic Freshwater,26.28,4.375,,
105.25,Lentic Freshwater,26.1,4.385416667,,
105.5,Lentic Freshwater,25.92,4.395833333,,
105.75,Lentic Freshwater,25.72,4.40625,,
106,Lentic Freshwater,25.5,4.416666667,,
106.25,Lentic Freshwater,25.38,4.427083333,,
106.5,Lentic Freshwater,25.28,4.4375,,
106.75,Lentic Freshwater,25.12,4.447916667,,
107,Lentic Freshwater,25.04,4.458333333,,
107.25,Lentic Freshwater,24.94,4.46875,,
107.5,Lentic Freshwater,24.78,4.479166667,,
107.75,Lentic Freshwater,24.66,4.489583333,,
108,Lentic Freshwater,24.54,4.5,,
108.25,Lentic Freshwater,24.4,4.510416667,,
108.5,Lentic Freshwater,24.38,4.520833333,,
108.75,Lentic Freshwater,24.22,4.53125,,
109,Lentic Freshwater,24.14,4.541666667,,
109.25,Lentic Freshwater,24.04,4.552083333,,
109.5,Lentic Freshwater,23.94,4.5625,,
109.75,Lentic Freshwater,23.84,4.572916667,,
110,Lentic Freshwater,23.76,4.583333333,,
110.25,Lentic Freshwater,23.66,4.59375,,
110.5,Lentic Freshwater,23.5,4.604166667,,
110.75,Lentic Freshwater,23.42,4.614583333,,
111,Lentic Freshwater,23.38,4.625,,
111.25,Lentic Freshwater,23.28,4.635416667,,
111.5,Lentic Freshwater,23.2,4.645833333,,
111.75,Lentic Freshwater,23.12,4.65625,,
112,Lentic Freshwater,23.02,4.666666667,,
112.25,Lentic Freshwater,22.92,4.677083333,,
112.5,Lentic Freshwater,22.88,4.6875,,
112.75,Lentic Freshwater,22.76,4.697916667,,
113,Lentic Freshwater,22.64,4.708333333,,
113.25,Lentic Freshwater,22.64,4.71875,,
113.5,Lentic Freshwater,22.54,4.729166667,,
113.75,Lentic Freshwater,22.46,4.739583333,,
114,Lentic Freshwater,22.42,4.75,,
114.25,Lentic Freshwater,22.32,4.760416667,,
114.5,Lentic Freshwater,22.26,4.770833333,,
114.75,Lentic Freshwater,22.22,4.78125,,
115,Lentic Freshwater,22.1,4.791666667,,
115.25,Lentic Freshwater,22.12,4.802083333,,
115.5,Lentic Freshwater,22.16,4.8125,,
115.75,Lentic Freshwater,22.16,4.822916667,,
116,Lentic Freshwater,22.16,4.833333333,,
116.25,Lentic Freshwater,22.26,4.84375,,
116.5,Lentic Freshwater,22.28,4.854166667,,
116.75,Lentic Freshwater,22.32,4.864583333,,
117,Lentic Freshwater,22.38,4.875,,
117.25,Lentic Freshwater,22.46,4.885416667,,
117.5,Lentic Freshwater,22.54,4.895833333,,
117.75,Lentic Freshwater,22.64,4.90625,,
118,Lentic Freshwater,22.72,4.916666667,,
118.25,Lentic Freshwater,22.82,4.927083333,,
118.5,Lentic Freshwater,23.02,4.9375,,
118.75,Lentic Freshwater,23.14,4.947916667,,
119,Lentic Freshwater,23.54,4.958333333,,
119.25,Lentic Freshwater,23.62,4.96875,,
119.5,Lentic Freshwater,23.72,4.979166667,,
119.75,Lentic Freshwater,23.94,4.989583333,,
120,Lentic Freshwater,24.12,5,,
120.25,Lentic Freshwater,24.32,5.010416667,,
120.5,Lentic Freshwater,24.44,5.020833333,,
120.75,Lentic Freshwater,24.52,5.03125,,
121,Lentic Freshwater,24.62,5.041666667,,
121.25,Lentic Freshwater,24.84,5.052083333,,
121.5,Lentic Freshwater,24.88,5.0625,,
121.75,Lentic Freshwater,25,5.072916667,,
122,Lentic Freshwater,25.12,5.083333333,,
122.25,Lentic Freshwater,25.36,5.09375,,
122.5,Lentic Freshwater,25.64,5.104166667,,
122.75,Lentic Freshwater,25.74,5.114583333,,
123,Lentic Freshwater,25.78,5.125,,
123.25,Lentic Freshwater,25.9,5.135416667,,
123.5,Lentic Freshwater,26.02,5.145833333,,
123.75,Lentic Freshwater,26.08,5.15625,,
124,Lentic Freshwater,25.98,5.166666667,,
124.25,Lentic Freshwater,25.96,5.177083333,,
124.5,Lentic Freshwater,25.82,5.1875,,
124.75,Lentic Freshwater,25.82,5.197916667,,
125,Lentic Freshwater,25.7,5.208333333,,
125.25,Lentic Freshwater,25.66,5.21875,,
125.5,Lentic Freshwater,25.58,5.229166667,,
125.75,Lentic Freshwater,25.48,5.239583333,,
